"","pupil","class","extrav","sex","texp","popular","popteach"
"1327",4,67,3,"Female",23,6,6
"1328",5,67,7,"Female",23,8.3,8
"1329",6,67,5,"Female",23,5.8,5
"1330",7,67,5,"Female",23,5.5,7
"1331",8,67,4,"Female",23,5.9,6
"1332",9,67,4,"Female",23,8.2,9
"1333",10,67,7,"Female",23,6.9,7
"1334",11,67,5,"Female",23,6.7,6
"1335",12,67,6,"Female",23,6.4,6
"1336",13,67,4,"Female",23,6.4,7
"1337",14,67,5,"Female",23,5.5,5
"1338",15,67,4,"Female",23,7.3,6
"1339",16,67,4,"Female",23,6.7,5
"1340",17,67,1,"Female",23,5.6,6
"1341",18,67,7,"Female",23,7.4,7
"1342",19,67,5,"Female",23,5.3,6
"1343",20,67,5,"Female",23,6.7,7
"1344",21,67,6,"Female",23,6.8,7
"1345",1,68,3,"Male",20,6.5,4
"1346",2,68,6,"Male",20,6.3,5
"1347",3,68,5,"Male",20,5.2,6
"1348",4,68,5,"Male",20,6.8,6
"1349",5,68,4,"Male",20,4.8,4
"1350",6,68,6,"Female",20,7.5,7
"1351",7,68,6,"Male",20,5.8,6
"1352",8,68,6,"Male",20,5.9,5
"1353",9,68,5,"Female",20,6.7,7
"1354",10,68,4,"Female",20,6.3,6
"1355",11,68,4,"Male",20,4.6,5
"1356",12,68,6,"Male",20,4.7,5
"1357",13,68,5,"Female",20,5.5,6
"1358",14,68,3,"Female",20,5.7,7
"1359",15,68,4,"Male",20,4.7,5
"1360",16,68,4,"Male",20,5.2,6
"1361",17,68,4,"Male",20,4,3
"1362",1,69,5,"Male",24,5,6
"1363",2,69,5,"Female",24,5.4,6
"1364",4,69,4,"Male",24,5.3,4
"1365",5,69,3,"Female",24,6.6,6
"1366",6,69,6,"Male",24,5.9,6
"1367",7,69,5,"Male",24,4.1,5
"1368",8,69,3,"Male",24,5.6,5
"1369",9,69,5,"Female",24,5.9,7
"1370",10,69,4,"Male",24,4.7,5
"1371",11,69,5,"Female",24,6.2,5
"1372",12,69,3,"Male",24,4.7,4
"1373",13,69,3,"Male",24,4.9,4
"1374",14,69,4,"Male",24,5.3,4
"1375",15,69,5,"Female",24,6.6,6
"1376",16,69,5,"Male",24,5.1,6
"1377",17,69,5,"Female",24,7.5,7
"1378",18,69,5,"Female",24,7.1,7
"1379",19,69,6,"Female",24,7.1,7
"1380",1,70,4,"Female",22,4.9,4
"1381",2,70,4,"Female",22,4.1,5
"1382",3,70,6,"Female",22,5,6
"1383",4,70,4,"Female",22,4.2,4
"1384",5,70,5,"Female",22,6.5,7
"1385",6,70,4,"Female",22,7.4,6
"1386",7,70,5,"Male",22,5,5
"1387",8,70,6,"Male",22,6.1,6
"1388",9,70,3,"Male",22,4.4,4
"1389",10,70,4,"Female",22,5.6,7
"1390",11,70,6,"Male",22,4.9,4
"1391",12,70,7,"Male",22,5.3,6
"1392",13,70,5,"Male",22,3.1,5
"1393",14,70,5,"Male",22,4.3,5
"1394",15,70,5,"Female",22,5.8,6
"1395",16,70,4,"Male",22,3.1,4
"1396",17,70,4,"Female",22,5.5,7
"1397",18,70,5,"Female",22,5.8,4
"1398",19,70,7,"Male",22,4.9,5
"1399",20,70,1,"Male",22,2.9,3
"1400",21,70,3,"Male",22,4.1,5
"1401",1,71,3,"Male",18,3,4
"1402",2,71,5,"Male",18,5.1,4
"1403",3,71,3,"Male",18,3.6,4
"1404",4,71,4,"Female",18,4,5
"1405",5,71,7,"Male",18,4.9,5
"1406",6,71,4,"Male",18,3.9,5
"1407",7,71,7,"Female",18,4.4,5
"1408",8,71,6,"Female",18,6.9,6
"1409",9,71,4,"Male",18,2.8,3
"1410",10,71,5,"Female",18,5.5,5
"1411",11,71,4,"Male",18,3.7,5
"1412",12,71,6,"Female",18,5.6,6
"1413",13,71,5,"Female",18,5.2,7
"1414",14,71,4,"Male",18,2.6,4
"1415",15,71,5,"Female",18,5.3,5
"1416",16,71,4,"Female",18,4,5
"1417",17,71,3,"Male",18,3.9,4
"1418",18,71,3,"Male",18,1.7,3
"1419",19,71,3,"Female",18,5.8,5
"1420",20,71,4,"Female",18,4.8,5
"1421",21,71,5,"Female",18,6,5
"1422",22,71,3,"Female",18,4.9,5
"1423",1,72,5,"Male",19,5.3,5
"1424",2,72,4,"Male",19,6.3,6
"1425",3,72,6,"Male",19,5.9,5
"1426",4,72,5,"Male",19,5.5,6
"1427",5,72,5,"Male",19,5.6,6
"1428",6,72,5,"Male",19,4.4,4
"1429",7,72,6,"Female",19,7.3,8
"1430",8,72,7,"Female",19,8.4,8
"1431",9,72,5,"Male",19,4.9,5
"1432",10,72,5,"Male",19,4.8,5
"1433",11,72,6,"Male",19,5.7,6
"1434",12,72,4,"Male",19,6,5
"1435",13,72,4,"Female",19,6.1,6
"1436",14,72,4,"Male",19,6.1,5
"1437",15,72,6,"Male",19,6.7,6
"1438",16,72,4,"Male",19,4.5,3
"1439",17,72,5,"Male",19,6.5,6
"1440",18,72,5,"Male",19,5.9,5
"1441",19,72,4,"Female",19,6.9,6
"1442",20,72,6,"Male",19,4,4
"1443",21,72,5,"Male",19,5.8,5
"1444",1,73,3,"Female",14,4.7,5
"1445",2,73,6,"Female",14,6.2,7
"1446",3,73,5,"Female",14,6.7,7
"1447",4,73,5,"Female",14,5.4,5
"1448",5,73,6,"Male",14,5,6
"1449",6,73,5,"Male",14,4.2,4
"1450",7,73,6,"Male",14,5.3,5
"1451",8,73,5,"Female",14,4.4,4
"1452",9,73,5,"Female",14,6.2,6
"1453",10,73,4,"Male",14,3.8,6
"1454",11,73,6,"Female",14,6.3,7
"1455",12,73,4,"Female",14,4.5,6
"1456",13,73,5,"Male",14,5.6,6
"1457",14,73,4,"Male",14,3.3,3
"1458",15,73,6,"Male",14,5.2,6
"1459",16,73,3,"Male",14,4.1,4
"1460",17,73,5,"Male",14,5.1,5
"1461",18,73,5,"Female",14,6.3,6
"1462",19,73,6,"Female",14,6.8,5
"1463",20,73,4,"Male",14,4,5
"1464",1,74,6,"Female",17,6.9,5
"1465",2,74,5,"Male",17,4.8,5
"1466",3,74,5,"Female",17,5.7,5
"1467",4,74,5,"Male",17,4.7,5
"1468",5,74,6,"Male",17,5.1,5
"1469",6,74,5,"Female",17,5.3,6
"1470",7,74,5,"Male",17,3.3,5
"1471",8,74,7,"Male",17,6.6,7
"1472",9,74,5,"Male",17,4.7,5
"1473",10,74,6,"Male",17,4.2,4
"1474",11,74,5,"Male",17,5.9,5
"1475",12,74,6,"Female",17,4.6,6
"1476",13,74,5,"Female",17,6.4,6
"1477",14,74,5,"Male",17,3.8,4
"1478",15,74,3,"Female",17,4.3,5
"1479",16,74,5,"Female",17,5.6,6
"1480",17,74,4,"Male",17,4.4,5
"1481",1,75,4,"Female",21,5.4,6
"1482",2,75,6,"Female",21,8.1,8
"1483",3,75,4,"Female",21,6,6
"1484",4,75,5,"Female",21,7.5,8
"1485",5,75,6,"Female",21,5.8,6
"1486",6,75,4,"Female",21,7.5,6
"1487",7,75,3,"Female",21,7.5,6
"1488",8,75,6,"Female",21,6.4,7
"1489",9,75,4,"Female",21,5.7,6
"1490",10,75,5,"Female",21,6.5,6
"1491",11,75,3,"Female",21,6.8,7
"1492",12,75,5,"Female",21,5.8,6
"1493",13,75,6,"Female",21,7.1,7
"1494",14,75,6,"Female",21,6.4,6
"1495",15,75,5,"Female",21,7.9,7
"1496",16,75,5,"Female",21,8.1,8
"1497",17,75,5,"Female",21,6.6,6
"1498",1,76,6,"Male",16,4,4
"1499",2,76,5,"Female",16,4.5,5
"1500",3,76,5,"Male",16,3.5,4
"1501",4,76,5,"Female",16,5.2,5
"1502",5,76,6,"Female",16,5.5,6
"1503",6,76,5,"Male",16,5,4
"1504",7,76,6,"Male",16,5.1,5
"1505",8,76,3,"Female",16,3.8,4
"1506",9,76,5,"Female",16,6,6
"1507",10,76,5,"Male",16,4,4
"1508",11,76,5,"Male",16,3.2,4
"1509",12,76,5,"Female",16,6.1,4
"1510",13,76,5,"Male",16,4.5,4
"1511",14,76,4,"Male",16,3.6,4
"1512",15,76,5,"Male",16,5.2,4
"1513",16,76,5,"Female",16,4.8,5
"1514",17,76,4,"Female",16,3.9,5
"1515",18,76,4,"Male",16,4.4,5
"1516",1,77,8,"Male",3,6,5
"1517",2,77,7,"Female",3,5.3,7
"1518",3,77,6,"Female",3,5.5,5
"1519",4,77,7,"Female",3,6.1,6
"1520",5,77,7,"Female",3,6.2,6
"1521",6,77,5,"Male",3,2.9,3
"1522",7,77,6,"Female",3,5.6,4
"1523",8,77,5,"Male",3,4.3,4
"1524",9,77,7,"Female",3,6.5,6
"1525",10,77,6,"Male",3,4,4
"1526",11,77,5,"Male",3,3,3
"1527",12,77,6,"Male",3,4.5,5
"1528",13,77,7,"Male",3,3.9,5
"1529",14,77,7,"Male",3,3.8,4
"1530",15,77,5,"Male",3,2.5,3
"1531",16,77,6,"Male",3,3.2,3
"1532",17,77,6,"Female",3,4.3,5
"1533",18,77,7,"Female",3,6.7,6
"1534",19,77,7,"Male",3,4.5,4
"1535",1,78,5,"Male",23,3.7,4
"1536",2,78,6,"Female",23,5.4,5
"1537",3,78,4,"Female",23,5.6,5
"1538",4,78,7,"Male",23,5.6,5
"1539",5,78,5,"Male",23,3.8,4
"1540",6,78,5,"Female",23,6.4,5
"1541",7,78,6,"Male",23,4.4,6
"1542",8,78,6,"Female",23,7.1,7
"1543",9,78,5,"Male",23,4.1,4
"1544",10,78,3,"Male",23,3.9,5
"1545",11,78,4,"Male",23,3.9,4
"1546",12,78,6,"Male",23,5.3,5
"1547",13,78,3,"Female",23,5.2,6
"1548",14,78,7,"Female",23,5.4,7
"1549",15,78,6,"Male",23,5.3,5
"1550",16,78,4,"Male",23,3.7,3
"1551",17,78,3,"Female",23,4.9,5
"1552",18,78,7,"Female",23,6,6
"1553",1,79,6,"Female",15,6.7,7
"1554",2,79,6,"Male",15,5,6
"1555",3,79,6,"Male",15,4,5
"1556",4,79,4,"Male",15,4.7,5
"1557",5,79,7,"Female",15,7.4,7
"1558",6,79,4,"Male",15,4,4
"1559",7,79,5,"Male",15,3.5,5
"1560",8,79,5,"Male",15,4.9,6
"1561",9,79,3,"Male",15,3.2,3
"1562",10,79,5,"Female",15,6.3,6
"1563",11,79,6,"Female",15,6.6,6
"1564",12,79,6,"Female",15,5.5,6
"1565",13,79,5,"Female",15,5.9,5
"1566",14,79,5,"Male",15,4.8,5
"1567",15,79,6,"Female",15,7.4,7
"1568",16,79,4,"Male",15,4.2,4
"1569",17,79,5,"Male",15,5.5,6
"1570",18,79,6,"Male",15,5.9,5
"1571",19,79,5,"Male",15,4,3
"1572",20,79,6,"Male",15,4.3,5
"1573",1,80,4,"Male",23,4.2,4
"1574",2,80,4,"Female",23,5.2,6
"1575",3,80,4,"Male",23,2.7,3
"1576",4,80,5,"Female",23,5.8,6
"1577",5,80,5,"Male",23,4.7,4
"1578",6,80,6,"Male",23,2,2
"1579",7,80,4,"Male",23,4.5,3
"1580",8,80,4,"Female",23,5.4,5
"1581",9,80,6,"Female",23,5.4,5
"1582",10,80,5,"Male",23,3.5,3
"1583",11,80,6,"Male",23,5.3,5
"1584",12,80,5,"Male",23,2.8,3
"1585",13,80,5,"Female",23,5.3,5
"1586",14,80,5,"Female",23,4.6,6
"1587",15,80,6,"Male",23,3.8,5
"1588",16,80,5,"Male",23,3.6,2
"1589",17,80,2,"Male",23,3.7,3
"1590",18,80,4,"Female",23,4.6,5
"1591",19,80,6,"Female",23,3.7,3
"1592",20,80,4,"Female",23,5.6,5
"1593",1,81,4,"Male",8,2.4,2
"1594",2,81,6,"Male",8,4.6,4
"1595",3,81,6,"Male",8,3.9,3
"1596",4,81,6,"Female",8,4.8,5
"1597",5,81,6,"Female",8,6,6
"1598",6,81,5,"Female",8,3.7,5
"1599",7,81,5,"Male",8,4.1,4
"1600",8,81,5,"Female",8,4.5,4
"1601",9,81,6,"Female",8,4.8,5
"1602",10,81,4,"Male",8,3.3,4
"1603",11,81,7,"Male",8,3.9,4
"1604",12,81,5,"Female",8,5.2,4
"1605",13,81,6,"Male",8,4.9,3
"1606",14,81,7,"Female",8,6,5
"1607",15,81,5,"Male",8,2.7,3
"1608",16,81,4,"Male",8,2.7,3
"1609",17,81,6,"Male",8,4.4,4
"1610",18,81,5,"Female",8,4.6,3
"1611",19,81,6,"Female",8,5.3,4
"1612",20,81,5,"Male",8,4.1,4
"1613",21,81,7,"Male",8,4.5,3
"1614",1,82,4,"Male",8,1.4,1
"1615",2,82,5,"Male",8,2.8,2
"1616",3,82,6,"Male",8,2.5,3
"1617",4,82,9,"Male",8,4.2,4
"1618",5,82,5,"Male",8,3.1,2
"1619",6,82,5,"Male",8,1.1,1
"1620",7,82,7,"Male",8,4.2,3
"1621",8,82,6,"Male",8,2.4,2
"1622",9,82,5,"Male",8,0,1
"1623",10,82,5,"Male",8,2.5,3
"1624",11,82,5,"Male",8,1.7,2
"1625",12,82,5,"Male",8,1.9,2
"1626",13,82,4,"Male",8,0.9,1
"1627",14,82,6,"Male",8,1.8,2
"1628",15,82,6,"Male",8,3.6,5
"1629",16,82,5,"Male",8,3.7,4
"1630",17,82,6,"Male",8,4,5
"1631",18,82,6,"Male",8,4.3,4
"1632",19,82,6,"Male",8,1.3,1
"1633",20,82,5,"Male",8,3.2,3
"1634",21,82,7,"Male",8,3.9,5
"1635",1,83,4,"Male",24,5.7,6
"1636",2,83,6,"Male",24,6.3,5
"1637",3,83,5,"Female",24,6.1,6
"1638",4,83,6,"Female",24,5.7,5
"1639",5,83,7,"Female",24,7,6
"1640",6,83,5,"Male",24,5.4,6
"1641",7,83,7,"Female",24,7.6,6
"1642",8,83,3,"Female",24,6.4,7
"1643",9,83,5,"Female",24,5.9,6
"1644",10,83,5,"Male",24,4.5,5
"1645",11,83,4,"Female",24,6,6
"1646",12,83,6,"Female",24,7.1,7
"1647",13,83,5,"Female",24,6.2,7
"1648",14,83,4,"Female",24,6.7,6
"1649",15,83,4,"Male",24,5,4
"1650",16,83,6,"Female",24,7.6,8
"1651",17,83,7,"Male",24,5.3,6
"1652",18,83,5,"Male",24,5.9,6
"1653",1,84,5,"Female",22,5.6,6
"1654",2,84,4,"Male",22,4.9,6
"1655",3,84,5,"Female",22,7.1,8
"1656",4,84,5,"Female",22,8.1,7
"1657",5,84,6,"Male",22,6.2,5
"1658",6,84,6,"Male",22,6.6,7
"1659",7,84,3,"Female",22,6.4,7
"1660",8,84,5,"Male",22,5,5
"1661",9,84,5,"Male",22,5.6,5
"1662",10,84,5,"Female",22,7.5,9
"1663",11,84,6,"Female",22,6.5,7
"1664",12,84,5,"Male",22,5.6,5
"1665",13,84,4,"Male",22,5.3,5
"1666",14,84,5,"Male",22,7.3,6
"1667",15,84,5,"Female",22,6.6,7
"1668",16,84,5,"Female",22,6.2,6
"1669",17,84,4,"Male",22,5.8,6
"1670",18,84,5,"Female",22,7.6,7
"1671",19,84,4,"Female",22,7.1,7
"1672",20,84,4,"Female",22,6.6,6
"1673",21,84,3,"Male",22,4.3,4
"1674",1,85,7,"Female",16,6.8,7
"1675",2,85,3,"Female",16,6,7
"1676",3,85,6,"Female",16,5.1,6
"1677",4,85,5,"Female",16,7.8,8
"1678",5,85,6,"Female",16,7.8,8
"1679",6,85,6,"Female",16,5.5,6
"1680",7,85,4,"Female",16,6.8,7
"1681",8,85,5,"Female",16,5.2,6
"1682",9,85,4,"Female",16,6.4,7
"1683",10,85,5,"Female",16,7.7,7
"1684",11,85,7,"Female",16,6.6,7
"1685",12,85,5,"Female",16,4.7,5
"1686",13,85,5,"Female",16,6.5,8
"1687",14,85,6,"Female",16,7.1,8
"1688",15,85,4,"Female",16,6.3,6
"1689",16,85,5,"Female",16,7,7
"1690",17,85,5,"Female",16,5.4,6
"1691",18,85,5,"Female",16,6.1,5
"1692",19,85,4,"Female",16,6.5,6
"1693",20,85,4,"Female",16,6,5
"1694",21,85,7,"Female",16,7.4,8
"1695",22,85,4,"Female",16,6.7,7
"1696",1,86,4,"Male",4,2.4,2
"1697",2,86,6,"Female",4,5.6,5
"1698",3,86,7,"Male",4,4.7,4
"1699",4,86,7,"Male",4,4.3,4
"1700",5,86,6,"Female",4,4.1,4
"1701",6,86,6,"Female",4,4.6,5
"1702",7,86,7,"Female",4,4.6,5
"1703",8,86,7,"Male",4,3.2,3
"1704",9,86,7,"Male",4,2.2,2
"1705",10,86,6,"Male",4,3,4
"1706",11,86,6,"Male",4,4.3,3
"1707",12,86,5,"Male",4,2.9,2
"1708",13,86,7,"Female",4,5.6,5
"1709",14,86,5,"Male",4,2.9,2
"1710",15,86,6,"Female",4,4.3,5
"1711",16,86,7,"Female",4,5.2,5
"1712",17,86,8,"Female",4,6.2,6
"1713",18,86,4,"Female",4,3.5,3
"1714",19,86,6,"Male",4,3.7,3
"1715",20,86,4,"Male",4,2.9,4
"1716",21,86,4,"Male",4,2,2
"1717",22,86,7,"Female",4,5,5
"1718",1,87,7,"Male",2,2.9,3
"1719",2,87,7,"Female",2,6.1,6
"1720",3,87,8,"Female",2,7,6
"1721",4,87,10,"Female",2,7.3,9
"1722",5,87,8,"Female",2,6.2,7
"1723",6,87,8,"Male",2,6.1,6
"1724",7,87,6,"Female",2,5.4,5
"1725",8,87,9,"Female",2,6.9,7
"1726",9,87,8,"Male",2,4.1,4
"1727",10,87,8,"Female",2,6.1,6
"1728",11,87,5,"Male",2,2,3
"1729",12,87,6,"Male",2,3.5,3
"1730",13,87,9,"Female",2,7.1,7
"1731",14,87,8,"Female",2,6.4,6
"1732",15,87,8,"Female",2,5.9,6
"1733",16,87,7,"Male",2,5.5,4
"1734",17,87,10,"Male",2,5.6,6
"1735",18,87,9,"Female",2,7.7,6
"1736",19,87,8,"Male",2,4.6,5
"1737",20,87,9,"Male",2,4.4,5
"1738",21,87,8,"Female",2,6.4,7
"1739",1,88,6,"Female",13,5.5,5
"1740",2,88,4,"Male",13,3.8,4
"1741",3,88,6,"Female",13,6,6
"1742",4,88,5,"Female",13,5.9,5
"1743",5,88,5,"Female",13,5.7,5
"1744",6,88,4,"Female",13,3.3,5
"1745",7,88,5,"Female",13,5.1,6
"1746",8,88,4,"Male",13,2.7,2
"1747",9,88,6,"Male",13,4.7,5
"1748",10,88,5,"Male",13,4.4,4
"1749",11,88,6,"Female",13,6.4,4
"1750",12,88,4,"Female",13,4.3,4
"1751",13,88,4,"Male",13,3.3,3
"1752",14,88,7,"Male",13,3.1,4
"1753",15,88,4,"Male",13,2.5,3
"1754",16,88,3,"Female",13,5.3,5
"1755",17,88,5,"Female",13,6.2,5
"1756",18,88,5,"Male",13,4.6,5
"1757",19,88,5,"Male",13,5,5
"1758",20,88,7,"Female",13,6.1,5
"1759",21,88,4,"Male",13,4,2
"1760",22,88,4,"Male",13,3.6,4
"1761",23,88,4,"Male",13,3.3,5
"1762",1,89,4,"Female",13,4.5,5
"1763",2,89,7,"Female",13,5.8,6
"1764",3,89,5,"Female",13,5.7,5
"1765",4,89,5,"Male",13,5,4
"1766",5,89,6,"Female",13,5.5,6
"1767",6,89,5,"Female",13,6.9,7
"1768",7,89,5,"Female",13,5.7,6
"1769",8,89,5,"Female",13,6.2,6
"1770",9,89,4,"Male",13,4,3
"1771",10,89,5,"Male",13,3.4,4
"1772",11,89,7,"Female",13,6.8,6
"1773",12,89,6,"Female",13,6,5
"1774",13,89,6,"Male",13,5.4,5
"1775",14,89,4,"Male",13,2,4
"1776",15,89,5,"Male",13,3.2,4
"1777",16,89,5,"Male",13,4.9,4
"1778",17,89,5,"Female",13,5.2,6
"1779",18,89,6,"Male",13,4.1,5
"1780",1,90,7,"Female",3,6.5,7
"1781",2,90,6,"Male",3,4.2,4
"1782",3,90,7,"Male",3,5.4,5
"1783",4,90,7,"Male",3,4.9,5
"1784",5,90,5,"Female",3,4.1,4
"1785",6,90,7,"Male",3,5.1,5
"1786",7,90,9,"Female",3,7.1,6
"1787",8,90,6,"Male",3,3.8,4
"1788",9,90,7,"Female",3,5,6
"1789",10,90,7,"Female",3,6.3,6
"1790",11,90,7,"Male",3,4.9,4
"1791",12,90,8,"Female",3,5.9,7
"1792",13,90,8,"Female",3,6.2,6
"1793",14,90,8,"Female",3,5.2,6
"1794",15,90,7,"Female",3,6.2,6
"1795",16,90,9,"Female",3,7.7,8
"1796",17,90,8,"Female",3,6.5,7
"1797",18,90,7,"Female",3,4.9,5
"1798",19,90,8,"Male",3,5.1,5
"1799",20,90,6,"Female",3,5,5
"1800",21,90,7,"Female",3,5.7,6
"1801",22,90,6,"Male",3,5.3,5
"1802",23,90,8,"Male",3,5.6,5
"1803",1,91,7,"Male",16,4.6,6
"1804",2,91,4,"Female",16,5,5
"1805",3,91,3,"Female",16,5.7,4
"1806",4,91,5,"Male",16,4,4
"1807",5,91,5,"Female",16,4.9,5
"1808",6,91,4,"Male",16,4,3
"1809",7,91,7,"Female",16,7.7,6
"1810",8,91,4,"Male",16,3.8,5
"1811",9,91,5,"Male",16,6.1,5
"1812",10,91,5,"Male",16,4,4
"1813",11,91,6,"Female",16,5.9,6
"1814",12,91,5,"Female",16,5.1,5
"1815",13,91,4,"Male",16,3.5,3
"1816",14,91,7,"Female",16,7.1,7
"1817",15,91,4,"Female",16,5.2,4
"1818",16,91,5,"Male",16,4.8,4
"1819",17,91,7,"Male",16,4.2,5
"1820",18,91,7,"Female",16,5.4,6
"1821",1,92,4,"Male",16,4.4,4
"1822",2,92,4,"Male",16,4.2,4
"1823",3,92,4,"Male",16,3,3
"1824",4,92,4,"Male",16,4,4
"1825",5,92,4,"Female",16,3.8,5
"1826",6,92,6,"Female",16,4.8,6
"1827",7,92,4,"Male",16,4,4
"1828",8,92,5,"Male",16,5,4
"1829",9,92,4,"Male",16,2.1,3
"1830",10,92,3,"Male",16,3.4,3
"1831",11,92,5,"Female",16,5.2,5
"1832",12,92,6,"Male",16,4.8,4
"1833",13,92,3,"Male",16,3.8,5
"1834",14,92,4,"Female",16,5.9,6
"1835",15,92,4,"Male",16,3.5,3
"1836",16,92,5,"Male",16,4,4
"1837",17,92,4,"Male",16,2.8,3
"1838",1,93,5,"Female",10,5.2,5
"1839",2,93,7,"Female",10,5.7,5
"1840",3,93,4,"Female",10,5.1,4
"1841",4,93,5,"Male",10,4.5,4
"1842",5,93,6,"Male",10,4.4,4
"1843",6,93,5,"Female",10,5.9,6
"1844",7,93,7,"Male",10,6.6,6
"1845",8,93,5,"Male",10,3,4
"1846",9,93,5,"Male",10,4,3
"1847",10,93,5,"Female",10,4.3,4
"1848",11,93,6,"Male",10,4.2,6
"1849",12,93,6,"Male",10,5.2,4
"1850",13,93,5,"Male",10,3.3,4
"1851",14,93,7,"Female",10,5.6,6
"1852",15,93,6,"Female",10,6.1,7
"1853",16,93,3,"Male",10,2.8,4
"1854",17,93,5,"Female",10,4.4,5
"1855",18,93,5,"Male",10,3.4,4
"1856",19,93,4,"Male",10,3.6,4
"1857",20,93,5,"Male",10,4.4,4
"1858",1,94,5,"Male",21,4,4
"1859",2,94,5,"Male",21,5.6,5
"1860",3,94,4,"Female",21,6,6
"1861",4,94,5,"Female",21,6.6,6
"1862",5,94,6,"Male",21,6.3,6
"1863",6,94,6,"Female",21,5.7,6
"1864",7,94,6,"Female",21,6.1,6
"1865",8,94,6,"Female",21,5.3,6
"1866",9,94,5,"Female",21,5.7,6
"1867",10,94,5,"Male",21,4.9,5
"1868",11,94,2,"Male",21,4.1,4
"1869",12,94,5,"Male",21,4,4
"1870",13,94,7,"Female",21,6,7
"1871",14,94,3,"Male",21,3.9,4
"1872",15,94,4,"Male",21,4.7,4
"1873",16,94,4,"Female",21,7.2,8
"1874",1,95,5,"Male",15,4.4,4
"1875",2,95,5,"Female",15,4.9,5
"1876",3,95,3,"Male",15,4.1,4
"1877",4,95,7,"Male",15,5,5
"1878",5,95,5,"Male",15,4.1,5
"1879",6,95,3,"Female",15,4.9,5
"1880",7,95,5,"Male",15,3.1,4
"1881",8,95,4,"Male",15,4.1,5
"1882",9,95,5,"Female",15,5.1,5
"1883",10,95,5,"Male",15,5.3,4
"1884",11,95,6,"Male",15,4.5,6
"1885",12,95,6,"Female",15,5.7,7
"1886",13,95,6,"Female",15,7.5,7
"1887",14,95,4,"Female",15,5.3,5
"1888",15,95,5,"Female",15,6.3,5
"1889",16,95,5,"Female",15,5.8,6
"1890",17,95,5,"Female",15,5.9,6
"1891",18,95,6,"Male",15,4.9,4
"1892",19,95,7,"Male",15,3.9,4
"1893",20,95,5,"Female",15,5.4,5
"1894",21,95,4,"Male",15,4.3,4
"1895",1,96,6,"Female",13,6.1,6
"1896",2,96,5,"Female",13,6.7,6
"1897",3,96,6,"Male",13,3.9,5
"1898",4,96,6,"Male",13,5,5
"1899",5,96,5,"Male",13,6.4,6
"1900",6,96,6,"Female",13,7,5
"1901",7,96,6,"Male",13,4.5,4
"1902",8,96,6,"Male",13,4.6,5
"1903",9,96,4,"Male",13,4.4,4
"1904",10,96,4,"Female",13,4.9,6
"1905",11,96,5,"Female",13,7.4,7
"1906",12,96,4,"Female",13,4.9,6
"1907",13,96,8,"Male",13,7.1,7
"1908",14,96,5,"Male",13,5.4,4
"1909",15,96,5,"Female",13,5,5
"1910",16,96,6,"Female",13,6,7
"1911",17,96,4,"Female",13,5,6
"1912",18,96,3,"Male",13,3.2,4
"1913",19,96,5,"Male",13,4.7,5
"1914",20,96,4,"Male",13,4,4
"1915",21,96,5,"Female",13,7.2,7
"1916",1,97,5,"Male",9,4.2,5
"1917",2,97,7,"Male",9,4.3,4
"1918",3,97,5,"Male",9,2.5,3
"1919",4,97,3,"Male",9,2.1,3
"1920",5,97,4,"Male",9,2.8,3
"1921",6,97,5,"Male",9,3.4,4
"1922",7,97,5,"Male",9,3.4,4
"1923",8,97,4,"Male",9,2.9,3
"1924",9,97,5,"Male",9,4.1,4
"1925",10,97,5,"Male",9,3.6,3
"1926",11,97,4,"Male",9,2.2,2
"1927",12,97,4,"Male",9,2.6,3
"1928",13,97,4,"Male",9,3,2
"1929",14,97,4,"Male",9,3.6,3
"1930",15,97,3,"Male",9,1.6,2
"1931",16,97,6,"Male",9,4.9,5
"1932",17,97,4,"Male",9,2.6,2
"1933",18,97,7,"Male",9,6.2,7
"1934",19,97,6,"Male",9,5.5,5
"1935",20,97,5,"Male",9,4.3,5
"1936",21,97,5,"Male",9,3.3,3
"1937",1,98,3,"Male",25,5.8,5
"1938",2,98,4,"Female",25,5.9,6
"1939",3,98,4,"Male",25,4.9,5
"1940",4,98,6,"Female",25,5.3,5
"1941",5,98,5,"Female",25,6.7,6
"1942",6,98,7,"Female",25,6.4,6
"1943",7,98,5,"Male",25,6.1,6
"1944",8,98,5,"Female",25,7.1,6
"1945",9,98,5,"Male",25,4.6,5
"1946",10,98,3,"Male",25,5.7,5
"1947",11,98,5,"Female",25,7.2,6
"1948",12,98,6,"Female",25,8.2,8
"1949",13,98,6,"Male",25,5.6,6
"1950",14,98,5,"Female",25,7.3,7
"1951",15,98,6,"Female",25,6.5,6
"1952",16,98,5,"Male",25,5.5,5
"1953",17,98,4,"Female",25,6.7,6
"1954",18,98,4,"Female",25,6.1,6
"1955",19,98,7,"Female",25,6.8,6
"1956",20,98,5,"Female",25,7.2,7
"1957",21,98,6,"Female",25,6.5,5
"1958",1,99,5,"Male",21,3.4,5
"1959",2,99,5,"Male",21,5.1,5
"1960",3,99,3,"Male",21,3.5,4
"1961",4,99,5,"Male",21,3.8,4
"1962",5,99,5,"Female",21,4.5,6
"1963",6,99,4,"Female",21,4.2,5
"1964",7,99,6,"Male",21,5.3,3
"1965",8,99,6,"Female",21,6.2,6
"1966",9,99,5,"Female",21,5.2,6
"1967",10,99,5,"Female",21,8,7
"1968",11,99,4,"Male",21,4.4,4
